:START_ID,:END_ID,:TYPE
33007,3683,NEEDS
33007,3803,NEEDS
33008,3778,NEEDS
33008,3973,NEEDS
33008,3608,NEEDS
33008,3975,NEEDS
33008,3612,NEEDS
33008,3974,NEEDS
33009,3682,NEEDS
33009,3588,NEEDS
33009,3532,NEEDS
33009,3615,NEEDS
33009,3977,NEEDS
33009,3978,NEEDS
33009,3529,NEEDS
33009,3803,NEEDS
33009,3616,NEEDS
33009,3976,NEEDS
33009,3974,NEEDS
33009,3907,NEEDS
33009,3683,NEEDS
33009,3876,NEEDS
33009,3585,NEEDS
33009,3936,NEEDS
33009,3874,NEEDS
33009,3685,NEEDS
33010,3654,NEEDS
33010,3980,NEEDS
33010,3979,NEEDS
33011,3652,NEEDS
33011,3987,NEEDS
33011,3986,NEEDS
33011,3709,NEEDS
33011,3985,NEEDS
33011,3984,NEEDS
33011,3983,NEEDS
33011,3982,NEEDS
33011,3981,NEEDS
33011,3683,NEEDS
33011,3695,NEEDS
33011,3591,NEEDS
33011,3878,NEEDS
33011,3691,NEEDS
33011,3532,NEEDS
33011,3876,NEEDS
33011,3867,NEEDS
33011,3551,NEEDS
33011,3809,NEEDS
33011,3754,NEEDS
33011,3778,NEEDS
33012,3645,NEEDS
33012,3918,NEEDS
33012,3992,NEEDS
33012,3988,NEEDS
33012,3989,NEEDS
33012,3990,NEEDS
33012,3991,NEEDS
33012,3690,NEEDS
33013,3993,NEEDS
33013,3528,NEEDS
33014,3994,NEEDS
33014,3585,NEEDS
33014,4004,NEEDS
33014,4005,NEEDS
33014,4002,NEEDS
33014,4001,NEEDS
33014,4000,NEEDS
33014,3999,NEEDS
33014,3998,NEEDS
33014,3997,NEEDS
33014,3996,NEEDS
33014,3995,NEEDS
33014,4003,NEEDS
33015,4006,NEEDS
33015,3906,NEEDS
33015,3905,NEEDS
33016,4009,NEEDS
33016,4008,NEEDS
33016,4007,NEEDS
33016,4010,NEEDS
33017,4029,NEEDS
33017,4028,NEEDS
33017,4027,NEEDS
33017,4025,NEEDS
33017,4026,NEEDS
33017,4023,NEEDS
33017,4011,NEEDS
33017,4013,NEEDS
33017,4014,NEEDS
33017,4015,NEEDS
33017,4024,NEEDS
33017,4016,NEEDS
33017,4017,NEEDS
33017,4018,NEEDS
33017,4019,NEEDS
33017,4012,NEEDS
33017,4020,NEEDS
33017,4021,NEEDS
33017,4022,NEEDS
33018,4031,NEEDS
33018,4032,NEEDS
33018,4030,NEEDS
33019,3755,NEEDS
33019,3652,NEEDS
33019,3738,NEEDS
33019,3706,NEEDS
33019,3758,NEEDS
33019,3591,NEEDS
33019,3653,NEEDS
33019,3654,NEEDS
33019,3756,NEEDS
33019,3709,NEEDS
33020,3936,NEEDS
33020,3544,NEEDS
33020,3582,NEEDS
33020,3555,NEEDS
33020,4036,NEEDS
33020,3646,NEEDS
33020,3683,NEEDS
33020,4037,NEEDS
33020,3693,NEEDS
33020,3568,NEEDS
33020,4035,NEEDS
33020,4040,NEEDS
33020,4039,NEEDS
33020,4041,NEEDS
33020,4033,NEEDS
33020,4038,NEEDS
33020,4034,NEEDS
33021,3588,NEEDS
33021,4042,NEEDS
33021,4043,NEEDS
33021,3876,NEEDS
33021,3532,NEEDS
33021,3878,NEEDS
33021,3591,NEEDS
33021,3803,NEEDS
33021,3778,NEEDS
33021,3738,NEEDS
33021,3551,NEEDS
33021,3615,NEEDS
33021,3652,NEEDS
33021,3598,NEEDS
33021,3758,NEEDS
33022,4045,NEEDS
